program_name,university,comments,date_added,entry_url,applicant_status,acceptance_date,rejection_date,start_term,student_type,gre_score,gre_v_score,degree,gpa,gre_aw,raw_listing,source_page,initial_cluster,final_cluster
Nuclear Engineering,University of Wisconsin - Madison,,University of Wisconsin - Madison,https://www.thegradcafe.com/result/1020192,Rejected,,May 12,Fall 2026,American,,,PhD,3.48,,"University of Wisconsin - Madison Nuclear Engineering PhD May 12, 2026 Rejected on May 12 Total comments",https://www.thegradcafe.com/survey?page=5&sort=newest,8,3
Education Policy and Leadership,Pennsylvania State University,,Pennsylvania State University,https://www.thegradcafe.com/result/1020191,Accepted,Feb 26,,Fall 2026,American,,,PhD,3.78,,"Pennsylvania State University Education Policy and Leadership PhD May 12, 2026 Accepted on Feb 26 Total comments",https://www.thegradcafe.com/survey?page=5&sort=newest,0,60
Theatre Arts and Performance Studies,University of Pittsburgh,,University of Pittsburgh,https://www.thegradcafe.com/result/1020190,Rejected,,May 12,Fall 2026,American,,,PhD,,,"University of Pittsburgh Theatre Arts and Performance Studies PhD May 12, 2026 Rejected on May 12 Total comments",https://www.thegradcafe.com/survey?page=5&sort=newest,0,49
Masters of Social Work,Fordham University,,Fordham University,https://www.thegradcafe.com/result/1020189,Accepted,May 12,,Fall 2026,American,,,Masters,3.8,,"Fordham University Masters of Social Work Masters May 12, 2026 Accepted on May 12 Total comments",https://www.thegradcafe.com/survey?page=5&sort=newest,34,28
comparative public policy,University of Edinburgh,,University of Edinburgh,https://www.thegradcafe.com/result/1020188,Accepted,Feb 10,,Fall 2026,International,,,Masters,3.28,,"University of Edinburgh comparative public policy Masters May 12, 2026 Accepted on Feb 10 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,34,32
Computational Science,"University of California, Irvine",,"University of California, Irvine",https://www.thegradcafe.com/result/1020187,Accepted,May 11,,Fall 2026,International,,,PhD,,,"University of California, Irvine Computational Science PhD May 12, 2026 Accepted on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,31,77
Architecture,Carleton University,,Carleton University,https://www.thegradcafe.com/result/1020186,Accepted,May 11,,,,,,Masters,,,"Carleton University Architecture Masters May 12, 2026 Accepted on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,33,16
Public Health Epidemiology,"University of California, Irvine",,"University of California, Irvine",https://www.thegradcafe.com/result/1020185,Accepted,Feb 26,,Fall 2026,American,,,Masters,3.2,,"University of California, Irvine Public Health Epidemiology Masters May 12, 2026 Accepted on Feb 26 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,34,59
Speech Language Pathology,Ithaca College,,Ithaca College,https://www.thegradcafe.com/result/1020184,Rejected,,Apr 29,Fall 2026,American,,,Masters,,,"Ithaca College Speech Language Pathology Masters May 12, 2026 Rejected on Apr 29 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,9,6
Physics,Indiana University Bloomington,,Indiana University Bloomington,https://www.thegradcafe.com/result/1020183,Rejected,,May 11,Fall 2026,American,,,PhD,3.94,,"Indiana University Bloomington Physics PhD May 12, 2026 Rejected on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,11,8
Electrical And Computer Engineering,"University of California, San Diego",,"University of California, San Diego",https://www.thegradcafe.com/result/1020182,Rejected,,May 12,Fall 2026,American,,,PhD,3.79,,"University of California, San Diego Electrical And Computer Engineering PhD May 12, 2026 Rejected on May 12 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,16,0
Electrical And Computer Engineering,"University of California, San Diego",,"University of California, San Diego",https://www.thegradcafe.com/result/1020181,Rejected,,May 12,Fall 2026,American,,,PhD,,,"University of California, San Diego Electrical And Computer Engineering PhD May 12, 2026 Rejected on May 12 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,16,0
Biomedical and Health Informatics,University of North Carolina (UNC),,University of North Carolina (UNC),https://www.thegradcafe.com/result/1020180,Accepted,May 11,,Fall 2026,American,,,Masters,3.83,,"University of North Carolina (UNC) Biomedical and Health Informatics Masters May 11, 2026 Accepted on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,0,59
Physics,Indiana University Bloomington,,Indiana University Bloomington,https://www.thegradcafe.com/result/1020179,Accepted,May 02,,Fall 2025,American,,,PhD,3.63,,"Indiana University Bloomington Physics PhD May 11, 2026 Accepted on May 02 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,11,8
Mathematics,University of Illinois Chicago(UIC),,University of Illinois Chicago(UIC),https://www.thegradcafe.com/result/1020178,Rejected,,May 11,Fall 2026,International,,,PhD,,,"University of Illinois Chicago(UIC) Mathematics PhD May 11, 2026 Rejected on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,26,12
Social Anthropology,University of Oxford,,University of Oxford,https://www.thegradcafe.com/result/1020177,Accepted,Apr 16,,Fall 2026,,,,Masters,4.0,,"University of Oxford Social Anthropology Masters May 11, 2026 Accepted on Apr 16 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,48,29
Computer Science,Northeastern University,,Northeastern University,https://www.thegradcafe.com/result/1020176,Rejected,,May 11,Fall 2026,American,,,PhD,,,"Northeastern University Computer Science PhD May 11, 2026 Rejected on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,1,2
Electrical and Systems Engineering,University of Maryland Baltimore,,University of Maryland Baltimore,https://www.thegradcafe.com/result/1020175,Accepted,May 11,,Fall 2026,International,170.0,160.0,PhD,3.62,3.5,"University of Maryland Baltimore Electrical and Systems Engineering PhD May 11, 2026 Accepted on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,47,61
Master of Chemical Science,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1020174,Accepted,May 08,,Fall 2026,American,,,Masters,3.65,,"University of Pennsylvania Master of Chemical Science Masters May 11, 2026 Accepted on May 08 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,44,35
Computer Science,University of Pittsburgh,,University of Pittsburgh,https://www.thegradcafe.com/result/1020173,Rejected,,May 11,Fall 2026,International,,,PhD,3.85,,"University of Pittsburgh Computer Science PhD May 11, 2026 Rejected on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,1,2
Organizational Leadership,CUNY Lehman College,,CUNY Lehman College,https://www.thegradcafe.com/result/1020172,Accepted,May 11,,Fall 2026,American,,,Masters,3.84,,"CUNY Lehman College Organizational Leadership Masters May 11, 2026 Accepted on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,25,3
Computer Science,Courant Institute of Mathematical Sciences,,Courant Institute of Mathematical Sciences,https://www.thegradcafe.com/result/1020171,Accepted,May 11,,Fall 2026,International,,,Masters,3.44,,"Courant Institute of Mathematical Sciences Computer Science Masters May 11, 2026 Accepted on May 11 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,1,2
Physics,Imperial College London,,Imperial College London,https://www.thegradcafe.com/result/1020170,Rejected,,May 06,Fall 2026,American,,,PhD,,,"Imperial College London Physics PhD May 11, 2026 Rejected on May 06 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,11,8
Chemical Engineering,University of Kansas,,University of Kansas,https://www.thegradcafe.com/result/1020169,Accepted,Jan 13,,Fall 2026,International,,,PhD,3.93,,"University of Kansas Chemical Engineering PhD May 09, 2026 Accepted on Jan 13 Total comments",https://www.thegradcafe.com/survey?page=6&sort=newest,8,35
Chemistry,University of Iowa,,University of Iowa,https://www.thegradcafe.com/result/1020168,Rejected,,May 08,Fall 2026,International,,,PhD,3.5,,"University of Iowa Chemistry PhD May 09, 2026 Rejected on May 08 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,7,11
Applied Statistics,Cornell University,,Cornell University,https://www.thegradcafe.com/result/1020167,Accepted,May 15,,Fall 2025,International,167.0,147.0,Masters,3.73,4.5,"Cornell University Applied Statistics Masters May 09, 2026 Accepted on May 15 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,18,7
Applied Statistics,Cornell University,,Cornell University,https://www.thegradcafe.com/result/1020166,Accepted,May 15,,Fall 2025,International,,,Masters,3.7,,"Cornell University Applied Statistics Masters May 09, 2026 Accepted on May 15 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,18,7
Civil Engineering,Purdue University,,Purdue University,https://www.thegradcafe.com/result/1020165,Accepted,May 05,,Fall 2026,American,,,Masters,3.89,,"Purdue University Civil Engineering Masters May 08, 2026 Accepted on May 05 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,8,52
Biochemistry,University of Toronto,,University of Toronto,https://www.thegradcafe.com/result/1020164,Rejected,,May 08,Fall 2026,,,,PhD,4.0,,"University of Toronto Biochemistry PhD May 08, 2026 Rejected on May 08 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,46,65
Political Economy,Kings College London,,Kings College London,https://www.thegradcafe.com/result/1020163,Accepted,Apr 28,,Fall 2026,International,,,PhD,,,"Kings College London Political Economy PhD May 08, 2026 Accepted on Apr 28 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,39,3
Statistics,Florida State University,,Florida State University,https://www.thegradcafe.com/result/1020162,Accepted,May 07,,Fall 2026,International,,,PhD,3.7,,"Florida State University Statistics PhD May 08, 2026 Accepted on May 07 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,18,7
"Nuclear, Plasma & Radiological Engineering",University of Illinois Urbana-Champaign,,University of Illinois Urbana-Champaign,https://www.thegradcafe.com/result/1020161,Rejected,,May 05,Fall 2026,International,,,PhD,,,"University of Illinois Urbana-Champaign Nuclear, Plasma & Radiological Engineering PhD May 08, 2026 Rejected on May 05 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,39,3
Social Work,University of Chicago,,University of Chicago,https://www.thegradcafe.com/result/1020160,Accepted,May 08,,Fall 2026,American,,,Masters,3.85,,"University of Chicago Social Work Masters May 08, 2026 Accepted on May 08 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,48,28
Bioengineering,Missouri University of Science and Technology,,Missouri University of Science and Technology,https://www.thegradcafe.com/result/1020159,Rejected,,May 07,Fall 2026,International,,,PhD,3.92,,"Missouri University of Science and Technology Bioengineering PhD May 07, 2026 Rejected on May 07 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,25,56
Classical Archaeology,University of British Columbia,,University of British Columbia,https://www.thegradcafe.com/result/1020158,Rejected,,May 07,Fall 2026,,,,Masters,,,"University of British Columbia Classical Archaeology Masters May 07, 2026 Rejected on May 07 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,25,3
Hydrologic Sciences,"University of California, Davis",,"University of California, Davis",https://www.thegradcafe.com/result/1020157,Rejected,,May 07,Fall 2026,International,,,Masters,,,"University of California, Davis Hydrologic Sciences Masters May 07, 2026 Rejected on May 07 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,46,36
Industrial Engineering,Northeastern University,,Northeastern University,https://www.thegradcafe.com/result/1020156,Accepted,May 06,May 07,,,,,PhD,,,"Northeastern University Industrial Engineering PhD May 07, 2026 Rejected on May 07 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,8,58
Biomedical Engineering,Virginia Tech,,Virginia Tech,https://www.thegradcafe.com/result/1020154,Rejected,,May 06,Fall 2026,American,,,PhD,,,"Virginia Tech Biomedical Engineering PhD May 07, 2026 Rejected on May 06 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,38,30
English,SUNY Buffalo,,SUNY Buffalo,https://www.thegradcafe.com/result/1020153,Rejected,,May 06,Fall 2026,International,,,PhD,,,"SUNY Buffalo English PhD May 07, 2026 Rejected on May 06 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,17,4
Built Environment: Sustainable Heritage (Heritage Science),University College London,,University College London,https://www.thegradcafe.com/result/1020152,Accepted,Apr 30,,Fall 2026,International,,,Masters,,,"University College London Built Environment: Sustainable Heritage (Heritage Science) Masters May 07, 2026 Accepted on Apr 30 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,47,3
Political Economy Research,Kings College London,,Kings College London,https://www.thegradcafe.com/result/1020151,Accepted,Apr 27,,Fall 2026,International,,,PhD,,,"Kings College London Political Economy Research PhD May 07, 2026 Accepted on Apr 27 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,39,64
Applied Mathematics (Scientific Computing and Machine Learning),Imperial College London,,Imperial College London,https://www.thegradcafe.com/result/1020150,Accepted,May 07,,Fall 2026,International,,,Masters,,,"Imperial College London Applied Mathematics (Scientific Computing and Machine Learning) Masters May 07, 2026 Accepted on May 07 Total comments",https://www.thegradcafe.com/survey?page=7&sort=newest,33,3
Management Science and Engineering,Columbia University in the City of New York,,Columbia University in the City of New York,https://www.thegradcafe.com/result/1020148,Accepted,Mar 10,,Fall 2026,International,,,Masters,3.86,,"Columbia University in the City of New York Management Science and Engineering Masters May 07, 2026 Accepted on Mar 10 Total comments",https://www.thegradcafe.com/survey?page=8&sort=newest,31,81
Computer Science,Stevens Institute of Technology,,Stevens Institute of Technology,https://www.thegradcafe.com/result/1020147,Rejected,,May 06,Fall 2026,International,,,PhD,3.5,,"Stevens Institute of Technology Computer Science PhD May 07, 2026 Rejected on May 06 Total comments",https://www.thegradcafe.com/survey?page=8&sort=newest,1,2
Computer Science,University College Dublin,,University College Dublin,https://www.thegradcafe.com/result/1020146,Accepted,Apr 02,,Spring 2026,International,,,Masters,3.3,,"University College Dublin Computer Science Masters May 07, 2026 Accepted on Apr 02 Total comments",https://www.thegradcafe.com/survey?page=8&sort=newest,1,2
